"id";"page";"french";"german";"english";"description";"category";"difficulty";"learned"
"983";"134";"Magnésium";"Magnesium";"Magnesium";;"Werkstofftechnik";;
"984";"134";"Alliage de magnésium moulé";"Magnesiumgusslegierung";"Magnesium casting alloy";;"Werkstofftechnik";;
"1124";"134";"Anode sacrificielle dans le ballon d'eau chaude";"Opferanode im Warmwasserspeicher";"Sacrificial anode in a hot water tank";;"Werkstofftechnik";;
"76";"134";"Oxyde d'aluminium";"Aluminiumoxid";"Aluminum oxide";;"Werkstofftechnik";;
"480";"135";"Pièce d'avion";"Flugzeugteil";"Aircraft part";;"Werkstofftechnik";;
"721";"135";"Foret en acier HSS";"HSS-Stahlbohrer";"HSS steel drill bit";;"Werkstofftechnik";;
"1238";"135";"Tuyau de descente";"Regenfallrohr";"Rainwater downspout";;"Werkstofftechnik";;
"1674";"135";"Titane";"Titan";"Titanium";;"Werkstofftechnik";;
"1675";"135";"Revêtement en titane";"Titanbeschichtung";"Titanium coating";;"Werkstofftechnik";;
"1676";"135";"Alliage de titane";"Titanlegierung";"Titanium alloy";;"Werkstofftechnik";;
"1677";"135";"Nitrure de titane";"Titannitrid";"Titanium nitride";;"Werkstofftechnik";;
"1678";"135";"Zinc-titane";"Titanzink";"Titanium-zinc";;"Werkstofftechnik";;
"733";"136";"intérieur étamé";"innen verzinnt";"tinned on the inside";;"Werkstofftechnik";;
"1928";"136";"Soudure à l'étain";"Zinnlot";"Tin solder";;"Werkstofftechnik";;
"887";"136";"Pièce d'adaptation en cuivre";"Kupferpassstück";"Copper fitting";;"Werkstofftechnik";;
"1870";"136";"Fer blanc";"Weißblech";"Tinplate";;"Werkstofftechnik";;
"1927";"136";"Étain";"Zinn";"Tin";;"Werkstofftechnik";;
"1929";"136";"Revêtement d'étain";"Zinnüberzug";"Tin coating";;"Werkstofftechnik";;
"880";"136";"Tôle de cuivre";"Kupferblech";"Copper sheet";;"Werkstofftechnik";;
"108";"137";"Boîtier de robinetterie";"Armaturengehäuse";"Fitting housing";;"Werkstofftechnik";;
"253";"137";"Bronze";"Bronze";"Bronze";;"Werkstofftechnik";;
"883";"137";"Alliage de cuivre coulé";"Kupfer-Gusslegierung";"Cast copper alloy";;"Werkstofftechnik";;
"884";"137";"Alliage de cuivre corroyé";"Kupfer-Knetlegierung";"Wrought copper alloy";;"Werkstofftechnik";;
"897";"137";"Alliage cuivre-étain";"Kupfer-Zinnlegierung";"Copper-tin alloy";;"Werkstofftechnik";;
"606";"138";"Douille de palier lisse";"Gleitlagerbuchse";"Sleeve bearing";;"Werkstofftechnik";;
"896";"138";"Alliage cuivre-zinc";"Kupfer-Zinklegierung";"Copper-zinc alloy";;"Werkstofftechnik";;
"898";"138";"Alliage cuivre-étain-zinc";"Kupfer-Zinn-Zink-Legierung";"Copper-tin-zinc alloy";;"Werkstofftechnik";;
"1306";"138";"Laiton rouge";"Rotguss";"Red brass";;"Werkstofftechnik";;
"1923";"138";"Bain de zinc";"Zinkbad";"Zinc bath";;"Werkstofftechnik";;
"1922";"138";"Zinc";"Zink";"Zinc";;"Werkstofftechnik";;
"1006";"138";"Laiton";"Messing";"Brass";;"Werkstofftechnik";;
"1566";"138";"Acier galvanisé";"Stahl,verzinkt";"Galvanized steel";;"Werkstofftechnik";;
"1415";"138";"Soupape à siège incliné";"Schrägsitzventil";"Angle seat valve";;"Werkstofftechnik";;
"208";"139";"Plomb";"Blei";"Lead";;"Werkstofftechnik";;
"209";"139";"Alliage de plomb";"Bleilegierung";"Lead alloy";;"Werkstofftechnik";;
"256";"139";"Chrome";"Chrom";"Chrome";;"Werkstofftechnik";;
"152";"139";"Robinetterie de bec";"Auslaufarmatur";"Discharge fitting";;"Werkstofftechnik";;
"1690";"139";"Conteneur de transport";"Transportbehälter";"Transport container";;"Werkstofftechnik";;
"1679";"139";"Tôle de zinc-titane";"Titanzinkblech";"Titanium-zinc sheet";;"Werkstofftechnik";;
"1214";"140";"PVC-U";"PVC-U";"PVC-U";;"Werkstofftechnik";;
"1215";"140";"Tuyau en PVC-U";"PVC-U-Rohr";"PVC-U pipe";;"Werkstofftechnik";;
"1829";"140";"formable à chaud";"warm umformbar";"Hot-formable";;"Werkstofftechnik";;
"1038";"140";"Fil moléculaire, non réticulé";"Molekülfaden, unvernetzt";"Molecular filament, uncrosslinked";;"Werkstofftechnik";;
"1174";"140";"Polychlorure de vinyle, sans plastifiant";"Polyvinylchlorid, weichmacherfrei";"Polyvinyl chloride, plasticizer-free";;"Werkstofftechnik";;
"1664";"140";"Thermoplastique";"Thermoplast";"Thermoplastic";;"Werkstofftechnik";;
"274";"141";"Joint";"Dichtung";"Seal";;"Werkstofftechnik";;
"1173";"141";"Chlorure de polyvinyle, surchloré";"Polyvinylchlorid, nachchloriert";"Polyvinyl chloride, post-chlorinated";;"Werkstofftechnik";;
"1175";"141";"Chlorure de polyvinyle, contenant des plastifiants";"Polyvinylchlorid, weichmacherhaltig";"Polyvinyl chloride, plasticizer-containing";;"Werkstofftechnik";;
"1210";"141";"PVC-C";"PVC-C";"PVC-C";;"Werkstofftechnik";;
"1212";"141";"PVC-P";"PVC-P";"PVC-P";;"Werkstofftechnik";;
"1139";"141";"PE-LD";"PE-LD";"PE-LD";;"Werkstofftechnik";;
"1140";"141";"Bande de protection en PE-LD pour conduites de gaz";"PE-LD-Schutzband für Gasleitungen";"PE-LD protective tape for gas lines";;"Werkstofftechnik";;
"1167";"141";"Polyéthylène basse densité";"Polyethylen niederer Dichte";"Low-density polyethylene";;"Werkstofftechnik";;
"1211";"141";"Tuyau en PVC-C";"PVC-C-Rohr";"PVC-C pipe";;"Werkstofftechnik";;
"1147";"142";"PE-UHMW";"PE-UHMW";"PE-UHMW";;"Werkstofftechnik";;
"914";"142";"Roue d'une pompe de circulation";"Laufrad einer Umwälzpumpe";"Impeller of a circulation pump";;"Werkstofftechnik";;
"1136";"142";"PE-HD";"PE-HD";"PE-HD";;"Werkstofftechnik";;
"1137";"142";"Tuyau d'évacuation en PE-HD";"PE-HD-Abflussrohr";"PE-HD drain pipe";;"Werkstofftechnik";;
"1148";"142";"PE-X";"PE-X";"PE-X";;"Werkstofftechnik";;
"1149";"142";"Tuyau de chauffage par le sol en PE-Xa";"PE-Xa-Fußbodenheizungsrohr";"PE-Xa underfloor heating pipe";;"Werkstofftechnik";;
"1166";"142";"Polyéthylène haute densité";"Polyethylen hoher Dichte";"High-density polyethylene";;"Werkstofftechnik";;
"1168";"142";"Polyéthylène à poids moléculaire ultra-élevé";"Polyethylen, ultrahochmolekular";"Ultra-high molecular weight polyethylene";;"Werkstofftechnik";;
"1169";"142";"Polyéthylène réticulé";"Polyethylen, vernetzt";"Cross-linked polyethylene";;"Werkstofftechnik";;
"1441";"142";"Gaine de protection";"Schutzrohr";"Protective pipe";;"Werkstofftechnik";;
"23";"143";"ABS";"ABS";"ABS";;"Werkstofftechnik";;
"24";"143";"Tuyau d'évacuation en ABS";"ABS-Abwasserrohr";"ABS sewer pipe";;"Werkstofftechnik";;
"54";"143";"Acrylonitrile-butadiène-styrène";"Acrylnitril-Butadien-Styrol";"Acrylonitrile butadiene styrene";;"Werkstofftechnik";;
"1182";"143";"PP";"PP";"PP";;"Werkstofftechnik";;
"1133";"143";"PB";"PB";"PB";;"Werkstofftechnik";;
"1134";"143";"Tuyau de chauffage PB";"PB-Heizungsrohr";"PB heating pipe";;"Werkstofftechnik";;
"1165";"143";"polybutène";"Polybuten";"Polybutene";;"Werkstofftechnik";;
"1171";"143";"Polypropylène";"Polypropylen";"Polypropylene";;"Werkstofftechnik";;
"1183";"143";"Tuyau d'évacuation en PP";"PP-Abwasserrohr";"PP sewer pipe";;"Werkstofftechnik";;
"51";"144";"Baignoire en acrylique";"Acryl-Badewanne";"Acrylic bathtub";;"Werkstofftechnik";;
"325";"144";"thermoset";"Duroplast";"Thermoset";;"Werkstofftechnik";;
"324";"144";"duromère";"Duromer";"Duromer";;"Werkstofftechnik";;
"1783";"144";"Point de raccordement";"Vernetzungsstelle";"Cross-linking site";;"Werkstofftechnik";;
"1039";"144";"Fil moléculaire, réticulé";"Molekülfaden, vernetzt";"Cross-linked molecular chain";;"Werkstofftechnik";;
"1164";"144";"PMMA";"PMMA";"PMMA";;"Werkstofftechnik";;
"1170";"144";"Polyméthacrylate de méthyle";"Polymethylmethacrylat";"Polymethyl methacrylate";;"Werkstofftechnik";;
"1724";"144";"déformable";"umformbar";"formable";;"Werkstofftechnik";;
"646";"145";"Résine urée-formaldéhyde";"Harnstoff-Formaldehydharz";"Urea-formaldehyde resin";;"Werkstofftechnik";;
"1025";"145";"MF";"MF";"MF";;"Werkstofftechnik";;
"1151";"145";"PF/Bakélite";"PF/ Bakelit";"PF/Bakelite";;"Werkstofftechnik";;
"923";"145";"Circuit imprimé";"Leiterplatte";"printed circuit board";;"Werkstofftechnik";;
"1001";"145";"Résine mélamine-formaldéhyde";"Melamin-Formaldehydharz";"Melamine-formaldehyde resin";;"Werkstofftechnik";;
"1155";"145";"Résine phénol-formaldéhyde";"Phenol-Formaldehydharz";"Phenol-formaldehyde resin";;"Werkstofftechnik";;
"1681";"145";"Siège de toilettes";"Toilettensitz";"Toilet seat";;"Werkstofftechnik";;
"1721";"145";"UF";"UF";"UF";;"Werkstofftechnik";;
"1591";"145";"Prise";"Steckdose";"Electrical outlet";;"Werkstofftechnik";;
"371";"146";"élastomère";"Elastomer";"Elastomer";;"Werkstofftechnik";;
"369";"146";"Élastique";"Elast";"Elast";;"Werkstofftechnik";;
"613";"146";"élastique comme du caoutchouc";"gummielastisch";"rubber-elastic";;"Werkstofftechnik";;
"1207";"146";"PUR";"PUR";"PUR";;"Werkstofftechnik";;
"1208";"146";"Isolant thermique en PUR";"PUR-Wärmedämmstoff";"PUR thermal insulation material";;"Werkstofftechnik";;
"1725";"146";"déformable, à froid";"umformbar, nicht warm";"moldable, not heat-resistant";;"Werkstofftechnik";;
"1037";"146";"Fil moléculaire, partiellement réticulé";"Molekülfaden, teilvernetzt";"Molecular chain, partially cross-linked";;"Werkstofftechnik";;
"1172";"146";"Polyuréthane";"Polyurethan";"polyurethane";;"Werkstofftechnik";;
"52";"147";"Caoutchouc acrylonitrile-butadiène";"Acrylnitril-Butadien-Kautschuk";"Acrylonitrile-butadiene rubber";;"Werkstofftechnik";;
"53";"147";"Caoutchouc acrylonitrile-butadiène, hydrogéné";"Acrylnitril-Butadien-Kautschuk, hydriert";"Acrylonitrile-butadiene rubber, hydrogenated";;"Werkstofftechnik";;
"700";"147";"Joint torique en HNBR";"HNBR-O-Dichtring";"HNBR O-ring";;"Werkstofftechnik";;
"372";"147";"Joint d'étanchéité en élastomère";"Elastomer-Dichtring";"Elastomer O-ring";;"Werkstofftechnik";;
"699";"147";"HNBR";"HNBR";"HNBR";;"Werkstofftechnik";;
"1066";"147";"NBR";"NBR";"NBR";;"Werkstofftechnik";;
"1067";"147";"Joint torique en NBR";"NBR-O-Dichtring";"NBR O-ring";;"Werkstofftechnik";;
"1187";"147";"Raccord à sertir pour conduites de gaz";"Pressfitting für Gasleitungen";"Press fitting for gas lines";;"Werkstofftechnik";;
"44";"148";"Manchon d'évacuation";"Abwassermuffe";"Sewage socket";;"Werkstofftechnik";;
"387";"148";"Émail";"Email";"Enamel";;"Werkstofftechnik";;
"417";"148";"Caoutchouc éthylène-propylène-diène";"Ethylen-Propylen-Dien-Kautschuk";"Ethylene-propylene-diene rubber";;"Werkstofftechnik";;
"775";"148";"Bidet en céramique";"Keramikbidet";"Ceramic bidet";;"Werkstofftechnik";;
"405";"148";"EPDM";"EPDM";"EPDM";;"Werkstofftechnik";;
"406";"148";"Couche d'isolation acoustique en EPDM";"EPDM-Schalldämmeinlage";"EPDM sound insulation insert";;"Werkstofftechnik";;
"1647";"148";"STZ";"STZ";"STZ";;"Werkstofftechnik";;
"1343";"148";"Céramique sanitaire";"Sanitärkeramik";"Sanitary ceramics";;"Werkstofftechnik";;
"1606";"148";"Grès émaillé";"Steinzeug, glasiert";"Glazed stoneware";;"Werkstofftechnik";;
"138";"148";"Évier";"Ausgussbecken";"Sink";;"Werkstofftechnik";;
"234";"149";"Verre borosilicaté";"Borosilikatglas";"Borosilicate glass";;"Werkstofftechnik";;
"435";"149";"Vitrage";"Fensterglas";"Window glass";;"Werkstofftechnik";;
"711";"149";"Bois";"Holz";"Wood";;"Werkstofftechnik";;
"718";"149";"Manche en bois";"Holzstiel";"Wooden handle";;"Werkstofftechnik";;
"852";"149";"verre en cristal";"Kristallglas";"Crystal glass";;"Werkstofftechnik";;
"1777";"149";"Verre feuilleté";"Verbundglas";"Laminated glass";;"Werkstofftechnik";;
"309";"150";"Tuyau à air comprimé";"Druckluftschlauch";"Compressed air hose";;"Werkstofftechnik";;
"867";"150";"Plastique renforcé de fibres de verre";"Kunststoff, glasfaserverstärkt";"Plastic, glass fiber reinforced";;"Werkstofftechnik";;
"868";"150";"Plastique, renforcé de métal";"Kunststoff, metallverstärkt";"Plastic, metal-reinforced";;"Werkstofftechnik";;
"591";"150";"GFK";"GFK";"FRP";;"Werkstofftechnik";;
"1113";"150";"Réservoir de stockage de fioul";"Öllagerbehälter";"Oil storage tank";;"Werkstofftechnik";;
"1119";"150";"Réservoir d'huile";"Öltank";"Oil tank";;"Werkstofftechnik";;
"489";"151";"Pièce moulée";"Formteil";"Molded part";;"Werkstofftechnik";;
"605";"151";"Palier lisse";"Gleitlager";"Plain bearing";;"Werkstofftechnik";;
"650";"151";"Lame en carbure, frittée";"Hartmetallschneide, gesintert";"Sintered carbide cutting insert";;"Werkstofftechnik";;
"651";"151";"Plaquette de coupe en carbure, brasée";"Hartmetallschneidplättchen, aufgelötet";"Carbide cutting insert, brazed";;"Werkstofftechnik";;
"1688";"151";"Matériau de support, élastique";"Trägerwerkstoff, elastisch";"Elastic substrate material";;"Werkstofftechnik";;
"1401";"151";"Matériau de coupe";"Schneidstoff";"Cutting material";;"Werkstofftechnik";;
"1500";"151";"Pièce frittée";"Sinterteil";"Sintered part";;"Werkstofftechnik";;
"652";"152";"Plaquette de coupe réversible en carbure";"Hartmetall-Wendeschneidplatte";"Carbide indexable insert";;"Werkstofftechnik";;
"776";"152";"Plaque de découpe en céramique";"Keramikschneidplatte";"Ceramic cutting insert";;"Werkstofftechnik";;
"1024";"152";"Tuyau composite métallique";"Metallverbundrohr";"Metal composite tube";;"Werkstofftechnik";;
"1387";"152";"Lubrifiant";"Schmiermittel";"Lubricant";;"Werkstofftechnik";;
"1498";"152";"Palier lisse en bronze fritté";"Sinterbronze-Gleitlager";"Sintered bronze plain bearing";;"Werkstofftechnik";;
"1499";"152";"Métal fritté";"Sintermetall";"Sintered metal";;"Werkstofftechnik";;
"792";"153";"Colle";"Kleber";"Adhesive";;"Werkstofftechnik";;
"793";"153";"Colle micro-encapsulée";"Kleber, mikroverkapselt";"Adhesive, microencapsulated";;"Werkstofftechnik";;
"1118";"153";"Pulvérisateur d'huile";"Ölspray";"Oil spray";;"Werkstofftechnik";;
"1386";"153";"Graisse";"Schmierfett";"Grease";;"Werkstofftechnik";;
"1388";"153";"Huile de graissage";"Schmieröl";"Lubricating oil";;"Werkstofftechnik";;
"1422";"153";"Colle de freinage pour vis";"Schraubensicherungskleber";"Screw-locking adhesive";;"Werkstofftechnik";;
"1553";"153";"Graisse en spray";"Sprühfett";"Spray grease";;"Werkstofftechnik";;
"744";"154";"Profil IPB";"IPB-Profil";"IPB profile";;"Werkstofftechnik";;
"745";"154";"Profilé IPE";"IPE-Profil";"IPE section";;"Werkstofftechnik";;
"750";"154";"Poutre en I, de largeur moyenne";"I-Träger, mittelbreit";"I-beam, medium width";;"Werkstofftechnik";;
"746";"154";"Profilé en I";"I-Profil";"I-beam";;"Werkstofftechnik";;
"749";"154";"Poutre en I, large";"I-Träger, breit";"I-beam, wide";;"Werkstofftechnik";;
"751";"154";"Poutre en I, étroite";"I-Träger, schmal";"I-beam, narrow";;"Werkstofftechnik";;
"959";"154";"Profilé en L, isocèle à bords arrondis";"L-Profil, gleichschenkelig rundkantig";"L-profile, isosceles, rounded edges";;"Werkstofftechnik";;
"1900";"154";"Équerre en acier";"Winkelstahl";"Angle steel";;"Werkstofftechnik";;
"958";"154";"Profilé en L";"L-Profil";"L-profile";;"Werkstofftechnik";;
"1195";"154";"Profil";"Profil";"Profile";;"Werkstofftechnik";;
"1686";"155";"Profilé en T, isocèle à bords arrondis";"T-Profil, gleichschenkelig rundkantig";"T-profile, equal-leg, rounded edges";;"Werkstofftechnik";;
"1687";"155";"Profilé en T, isocèle à arêtes vives";"T-Profil, gleichschenkelig scharfkantig";"T-profile, equal-leg, sharp-edged";;"Werkstofftechnik";;
"960";"155";"Profilé en L, isocèle à arêtes vives";"L-Profil, gleichschenkelig scharfkantig";"L-profile, equal-leg, sharp-edged";;"Werkstofftechnik";;
"961";"155";"Profilé en L, asymétrique à bords arrondis";"L-Profil, ungleichschenkelig rundkantig";"L-profile, unequal-sided, rounded edges";;"Werkstofftechnik";;
"1685";"155";"Profilé en T";"T-Profil";"T-profile";;"Werkstofftechnik";;
"706";"156";"profilé creux";"Hohlprofil";"Hollow profile";;"Werkstofftechnik";;
"707";"156";"Profilé creux, carré";"Hohlprofil, quadratisch";"Hollow profile, square";;"Werkstofftechnik";;
"708";"156";"Profilé creux, rectangulaire";"Hohlprofil, rechteckig";"Hollow profile, rectangular";;"Werkstofftechnik";;
"1753";"156";"profilé en U, à bords arrondis";"U-Profil, rundkantig";"U-profile, rounded edges";;"Werkstofftechnik";;
"1933";"156";"Profilé en Z, à bords arrondis";"Z-Profil, rundkantig";"Z-profile, rounded edges";;"Werkstofftechnik";;
"1325";"156";"Profilé creux rond";"Rundhohlprofil";"Round hollow profile";;"Werkstofftechnik";;
"1752";"156";"profilé en U";"U-Profil";"U-profile";;"Werkstofftechnik";;
"1932";"156";"profilé en Z";"Z-Profil";"Z-profile";;"Werkstofftechnik";;
"464";"157";"Barre plate";"Flachstab";"Flat bar";;"Werkstofftechnik";;
"465";"157";"Acier plat";"Flachstahl";"Flat steel";;"Werkstofftechnik";;
"1328";"157";"Barre ronde";"Rundstab";"Round bar";;"Werkstofftechnik";;
"1468";"157";"Barre hexagonale";"Sechskantstab";"Hexagonal bar";;"Werkstofftechnik";;
"1797";"157";"Barre carrée";"Vierkantstab";"Square bar";;"Werkstofftechnik";;
"893";"158";"Tuyau en cuivre, intérieur étamé";"Kupferrohr, innen verzinnt";"Tin-plated copper tubing";;"Werkstofftechnik";;
"891";"158";"Tuyau en cuivre avec gaine en PVC";"Kupferrohr mit PVC-Stegmantel";"Copper tubing with PVC insulation";;"Werkstofftechnik";;
"894";"158";"Tuyau en cuivre, isolé thermiquement";"Kupferrohr, wärmegedämmt";"Copper tubing, thermally insulated";;"Werkstofftechnik";;
"1265";"158";"Tuyau";"Rohr";"Tube";;"Werkstofftechnik";;
"583";"159";"tube fileté";"Gewinderohr";"Threaded pipe";;"Werkstofftechnik";;
"877";"159";"Revêtement en plastique";"Kunststoffummantelung";"Plastic coating";;"Werkstofftechnik";;
"876";"159";"tube en acier de précision revêtu de plastique";"kunststoffummantelte Präzisionsstahlrohr";"Plastic-coated precision steel pipe";;"Werkstofftechnik";;
"1186";"159";"Tuyau en acier de précision";"Präzisionsstahlrohr";"Precision steel tubing";;"Werkstofftechnik";;
"1575";"159";"tube en acier";"Stahlrohr";"Steel tube";;"Werkstofftechnik";;
"1577";"159";"Tube en acier inoxydable";"Stahlrohr, nichtrostend";"Stainless steel tube";;"Werkstofftechnik";;
"206";"160";"Tube en tôle";"Blechrohr";"Sheet metal tube";;"Werkstofftechnik";;
"616";"160";"Tuyau en fonte";"Gusseisenrohr";"Cast iron pipe";;"Werkstofftechnik";;
"734";"160";"Revêtement intérieur, jaune";"Innenbeschichtung, gelb";"Internal coating, yellow";;"Werkstofftechnik";;
"946";"160";"Tuyau LORO-X, inoxydable";"LORO-X-Rohr, nichtrostend";"LORO-X pipe, stainless";;"Werkstofftechnik";;
"947";"160";"Tuyau LORO-X, galvanisé";"LORO-X-Rohr, verzinkt";"LORO-X pipe, galvanized";;"Werkstofftechnik";;
"1506";"160";"Tuyau SML";"SML-Rohr";"SML pipe";;"Werkstofftechnik";;
"1563";"160";"Tuyau en S";"S-Rohr";"S-pipe";;"Werkstofftechnik";;
"81";"161";"Tube porteur en aluminium";"Aluminium-Trägerrohr";"Aluminum support tube";;"Werkstofftechnik";;
"82";"161";"Tube composite en aluminium";"Aluminiumverbundrohr";"Aluminum composite pipe";;"Werkstofftechnik";;
"895";"161";"Tuyau composite en cuivre";"Kupferverbundrohr";"Copper composite pipe";;"Werkstofftechnik";;
"881";"161";"Tube en tôle de cuivre, en forme de caisson";"Kupfer-Blechrohr, kastenförmig";"Copper sheet pipe, box-shaped";;"Werkstofftechnik";;
"1680";"161";"Tube en tôle de zinc-titane, rond";"Titanzink-Blechrohr, rund";"Titanium-zinc sheet metal pipe, round";;"Werkstofftechnik";;
